travel_mode,travel_time_number,age,individual_travel_frequency,household_vehicles,household_size
0,444.65,42,32,2,2
1,1692.672,45,66,2,5
1,400,40,12,1,5
0,96,52,39,3,5
1,174.767,45,60,3,5
1,258.318,22,26,2,5
0,500.691,20,8,1,5
1,365,50,16,2,2
0,395,28,19,1,1
0,600,29,34,2,4
0,420,65,42,3,7
1,1140,47,8,1,4
1,655.996,50,34,2,4
1,60,38,14,1,4
1,360,39,32,2,7
1,382,53,57,3,7
1,231.028,22,48,3,3
1,287.216,52,22,2,4
1,3517,52,38,2,3
0,560,20,5,0,5
1,960,35,62,0,7
0,149,29,12,0,8
1,709,40,28,2,5
0,191,26,30,0,5
1,931,50,26,2,4
1,1755,53,16,2,2
0,720,31,16,1,2
1,650,34,80,4,7
1,250,31,27,1,5
1,3000,46,33,3,4
1,360,42,78,3,5
1,1080,35,17,1,4
1,221,44,20,2,4
1,858,45,24,1,4
1,2800,66,28,2,2
1,496.005,38,46,2,4
1,2133.892,53,28,2,3
1,540,43,9,1,4
1,1244,23,8,1,3
1,2426,67,26,2,4
1,1284,20,26,2,3
1,697,73,5,1,2
1,2370,44,66,2,6
1,1631,42,12,1,1
1,620,67,14,2,2
1,1020,37,26,1,5
1,240,24,11,1,3
1,169,50,12,2,6
1,800,24,17,1,4
1,157.997,38,9,1,2
0,174,58,7,0,2
0,1269,21,10,0,1
1,250,76,12,1,2
1,6780,35,20,2,4
1,1292,50,6,2,3
1,1694,42,90,3,7
1,3600,75,14,1,2
1,1897,64,26,2,2
1,2550,50,28,4,4
1,1021,48,34,2,5
1,2542,56,22,2,3
0,287.61,18,36,2,7
1,1345,25,8,1,2
1,1680,51,32,2,4
0,89.14398,34,11,1,3
1,124.806,47,78,3,5
1,249.888,35,38,2,5
0,127,40,20,2,6
1,750,60,120,3,3
1,1200,47,6,1,5
1,3000,38,12,2,5
1,487,49,7,1,3
1,1970,63,50,2,2
1,485,41,18,2,5
0,660,42,10,1,10
0,245,68,14,2,2
1,1863,43,32,2,4
1,461,36,18,2,4
1,1759.565,64,23,1,2
1,150,49,23,1,7
1,520,37,30,2,6
1,300,65,42,2,2
0,296,16,15,1,5
1,1440,52,48,2,4
1,2193.298,19,21,1,6
1,819,20,32,2,2
1,2100,42,33,3,3
1,185,37,34,2,5
1,634.973,58,44,2,2
1,3665,32,30,2,2
0,400,52,13,1,1
0,240,60,24,1,3
1,606,47,26,2,4
1,453,37,30,2,4
1,1260,43,12,2,6
1,176,43,16,2,6
1,823,63,50,2,2
1,5166.199,54,64,4,4
1,542,49,40,2,3
0,1254.004,31,9,0,2
1,1195,45,16,2,2
1,990,38,22,2,4
0,191,35,13,1,4
1,421.334,23,78,3,4
1,1200,57,26,2,2
0,372,41,11,1,5
1,4679,23,26,1,1
1,300,25,15,1,4
0,300,36,21,1,3
1,361,41,13,1,6
1,1550,41,28,2,4
1,259.924,40,40,2,4
1,875.78,42,45,3,5
1,300,31,18,2,2
1,282.499,26,66,3,4
1,763.626,46,39,3,5
1,172,56,50,2,3
1,1320,40,50,2,5
1,1232,45,30,2,5
1,360,47,34,2,3
1,300,51,22,2,5
1,3660,23,24,3,5
1,964.0001,45,24,1,4
1,1734,21,24,3,5
1,1800,47,8,1,3
1,897.672,38,30,3,5
0,429,34,18,1,4
1,240,26,17,1,3
1,1819,66,5,1,2
1,1073,47,44,1,2
1,1137,36,16,1,7
1,1832,50,26,2,3
1,120,41,28,2,4
0,745.467,24,10,0,1
1,255,35,42,3,3
0,739,22,6,1,7
0,60,36,38,2,4
0,275.147,32,13,0,2
1,167.256,55,13,1,2
1,300,41,20,2,4
0,514,73,42,2,4
0,783.065,63,34,2,2
1,1098,59,9,1,2
1,603,66,14,1,1
1,480,48,30,3,6
1,286,56,69,3,3
1,1680,52,12,2,5
1,840,51,32,2,2
1,728,40,26,2,5
1,279.459,49,27,3,4
1,559.339,27,90,3,11
1,1020.891,62,60,1,2
1,840,38,4,1,4
1,91.00002,30,24,2,4
1,79.99998,44,30,2,5
1,5167,39,40,2,4
1,704.005,71,22,1,2
1,561.284,65,22,2,2
1,1850,68,12,1,2
1,3268.887,67,36,3,3
1,2502.794,56,38,2,2
1,987.0001,36,44,1,5
0,1100,17,16,2,4
1,699.017,18,60,3,5
0,64.99998,22,51,3,4
1,60,49,22,2,4
0,660,33,34,2,3
1,360,52,16,1,4
1,676,34,15,1,6
1,559,52,66,2,4
1,328,80,14,2,3
0,1044,46,15,1,3
1,1350,31,30,1,8
1,376,27,11,1,1
1,137,35,26,2,4
0,800,36,17,0,6
0,463,60,11,1,2
1,681,39,28,1,1
1,2076,51,68,4,4
1,1150,46,28,2,5
1,1054,67,8,1,1
1,1740,52,33,3,3
1,496,52,16,2,3
0,660,26,29,0,5
1,1394.062,59,12,1,2
1,744,30,20,2,3
1,942,53,18,2,2
1,3880,38,28,1,2
0,934.729,36,20,1,3
1,311.359,85,11,1,3
1,1841.575,24,30,2,4
1,300,38,20,1,5
1,4540.293,47,28,2,4
1,540,71,15,1,2
1,683,37,28,1,3
1,420,24,52,2,4
0,300,67,38,2,2
1,1200,63,18,2,2
1,1114,74,10,1,2
1,197.13,37,38,2,3
1,1084,57,30,2,2
1,3000,48,16,1,2
1,180,43,22,2,5
1,660,39,31,1,3
1,2900,26,112,4,4
1,900,74,14,1,2
1,855,47,24,2,3
1,1020,69,18,1,2
1,600,42,92,4,4
1,1901,35,15,1,3
1,2180,53,24,3,1
0,463,60,14,0,2
1,1200.223,62,16,1,1
1,769,30,32,2,3
0,625,36,30,2,2
0,812,29,9,1,1
1,660.495,65,24,2,3
0,444,45,9,0,7
1,2703,38,30,2,5
1,1221.366,44,62,2,4
1,635,50,11,1,5
1,191,32,26,2,4
1,24601,31,64,4,4
1,1467,75,8,1,1
0,42,27,70,2,2
0,154,51,20,2,2
1,584,53,36,4,4
0,480,19,4,1,13
1,150,40,12,2,2
1,900,70,39,3,3
0,308,66,16,0,1
1,196.47102,47,26,1,4
1,150,52,33,3,2
1,950,43,36,3,4
1,129.712,30,22,2,5
1,2947,42,90,2,5
1,677,28,22,2,3
0,720,62,5,1,2
1,585,24,52,2,4
1,193,50,30,2,4
1,93,42,26,2,5
1,900,42,46,2,6
0,334.269,54,14,0,1
1,1326.121,72,30,2,2
1,206.06,57,87,3,6
1,1600,38,37,1,5
1,1149.422,49,26,2,5
1,306.063,47,21,3,5
1,660,65,11,1,2
0,1200,29,3,1,4
1,433.784,50,40,4,5
1,2400,35,9,1,6
1,2400,55,30,3,3
1,631.182,32,34,2,4
1,900,70,12,2,3
1,900,62,24,2,3
1,570,42,78,3,5
1,1560,43,42,2,4
1,66.48,31,48,2,4
1,1100,31,34,2,3
1,180,39,40,2,6
0,550,44,16,1,7
0,853,16,10,1,4
1,3335,52,46,2,3
1,989.859,28,32,2,1
1,6199,36,22,2,5
1,1680,43,22,2,5
1,145.284,32,19,1,5
1,693,34,26,2,4
1,180,40,24,2,4
1,1680,57,72,4,2
1,3228.349,56,33,3,3
0,829,31,17,1,3
1,1800,32,12,2,2
1,665,27,28,2,2
1,1554.731,25,88,4,4
1,2060,25,20,2,2
1,3169,33,190,5,3
1,390,41,74,2,5
0,299,58,9,0,3
1,720,41,18,1,4
0,815.156,57,28,2,2
1,2284,52,16,2,2
0,700,28,19,0,4
1,512.394,63,52,2,2
1,1500,65,14,2,2
0,120,74,11,1,2
0,300,41,54,2,6
1,420,43,30,2,6
1,3350,28,58,2,4
1,124,42,32,2,4
1,566,56,14,2,5
0,240,39,14,0,12
1,330,40,60,2,6
0,300,80,14,1,2
1,2220,62,12,2,4
0,150,38,18,0,9
1,900,24,18,2,5
1,579.645,29,38,2,4
0,1873,31,28,2,3
1,379,44,28,2,5
1,651.876,40,40,2,4
1,720,38,40,2,7
1,633.959,23,42,3,5
1,240,51,24,2,3
1,1503,59,68,2,4
1,1096.004,52,32,2,4
0,305.925,16,30,2,5
1,1800,51,24,2,2
1,2912.428,28,33,3,4
1,443,28,18,2,2
1,2650,60,30,2,2
1,284,43,82,2,6
0,660,56,6,1,3
1,1300,60,8,1,1
1,185,45,14,2,5
1,468,31,74,2,4
1,180,44,44,2,7
1,420,34,26,1,6
0,600,58,10,2,4
1,600,24,10,1,5
1,386.933,31,40,2,2
0,476,52,28,2,4
0,530.958,58,24,2,2
1,624,69,26,2,2
1,363.098,37,46,2,2
0,967.237,40,38,2,4
1,4860,43,20,2,5
1,450,71,9,1,2
1,289,43,32,2,5
1,26261.04,64,27,1,2
1,200,53,28,2,3
1,2400,55,21,3,4
1,2100,41,8,1,4
0,600,42,21,3,5
0,120,26,88,4,5
0,360,34,48,2,6
1,600,51,4,1,3
1,1140,62,4,0,2
1,1050,60,8,1,3
1,260,36,18,2,4
1,360,82,20,1,2
1,1259,49,12,1,4
1,1550,55,13,1,2
1,517,70,18,2,3
1,818.594,54,16,2,3
1,1980,56,33,1,6
1,2150,55,33,3,4
1,180,70,14,1,2
1,900,53,24,2,3
1,2950,25,13,1,3
1,150,41,11,1,6
1,1077.266,56,38,2,2
1,1645,64,30,2,2
1,720,51,36,2,4
1,791,45,10,2,5
1,240,49,40,2,5
1,520,68,98,2,2
1,300,48,14,1,7
1,1320,37,22,2,3
0,600,57,5,1,2
1,2400,41,11,1,4
1,600,62,9,1,2
1,684.127,62,32,2,3
1,2241,39,8,1,6
1,917,58,13,1,2
1,900,47,54,3,4
0,744.098,21,22,0,3
1,840,58,28,2,2
1,358,58,36,3,3
0,150,62,32,2,1
1,268.348,36,42,2,7
0,720,37,8,0,5
1,1620,63,11,1,2
1,480,41,14,2,5
0,259,43,30,2,4
1,203,55,6,2,2
0,540,29,28,2,4
0,1096,29,14,2,3
1,657.875,38,120,3,8
0,900,75,9,1,2
1,3475,61,76,4,3
1,527,40,44,2,5
1,620.977,61,14,1,1
1,340,33,8,1,4
1,600,68,24,2,3
0,180,55,28,2,4
1,1177,51,68,4,4
1,2100,73,42,2,4
1,960,70,34,2,2
1,5258.214,44,30,1,4
1,420,39,14,1,4
1,200,69,48,1,3
1,795,46,32,2,4
1,329,39,66,3,3
1,1040,60,28,2,2
1,674,65,28,2,2
1,4183,56,13,1,1
1,835,34,8,1,1
0,540,16,8,0,2
1,1420,35,62,0,7
1,2520,56,60,3,3
1,1461,23,18,1,1
0,744,61,42,2,2
0,420,29,15,1,2
1,1860,56,27,3,4
1,7758,32,13,1,3
1,1600,42,20,2,2
0,19.99998,20,8,0,2
0,755,32,43,0,2
1,294,58,50,2,4
1,372,57,30,3,2
1,393.381,43,68,2,5
1,1500,42,33,3,3
1,960,79,28,2,3
1,200,52,36,2,3
1,760,43,38,2,5
1,1498,42,24,2,5
1,1071,67,46,2,2
1,420,69,66,3,4
0,432,25,15,0,1
1,3070.556,33,24,2,2
1,347,27,22,1,1
1,2653.654,39,66,2,5
1,4100,43,12,2,3
1,1740,28,30,5,6
1,2638,52,22,2,4
1,686.855,42,24,1,2
0,2252,31,15,0,1
1,740,32,10,1,2
1,1028,66,14,2,2
1,1250,39,19,1,4
0,529,73,10,0,1
1,4209,56,36,4,4
0,617,72,5,1,2
0,4733,48,30,2,2
1,2793.151,47,26,1,4
1,1982,37,27,3,2
1,351,52,19,1,5
1,420,29,25,1,4
0,619,28,21,1,4
1,520,34,20,1,1
1,2700,57,16,2,3
1,1680,50,48,3,4
1,3660,37,18,2,6
1,142,67,11,1,2
0,180,52,39,3,5
1,1380,40,12,1,5
1,3207.709,56,45,3,3
1,2395.078,60,22,2,3
1,1983,65,56,4,4
1,300,36,36,2,4
0,509,73,4,1,3
1,1200,73,34,2,2
1,625,73,13,0,2
1,209,40,28,2,5
1,484,62,12,2,2
1,360,20,39,3,6
1,1296,30,38,2,6
0,720,41,52,2,4
1,3059,51,51,3,8
1,200,43,18,2,9
1,738,53,20,2,2
1,1434.426,32,60,4,3
1,1289,53,12,3,3
0,1281,28,22,2,3
1,239,66,24,3,3
1,141.889,56,42,2,2
1,137,60,21,1,2
1,1800,36,36,2,5
1,251.659,32,28,2,4
1,350,45,42,3,6
1,460,31,22,1,4
1,1620,56,30,5,5
0,1500,18,12,2,3
1,305,55,32,4,4
1,1105,29,13,1,2
1,480,37,14,1,4
1,1126.632,59,46,2,3
1,733,62,15,1,2
1,1854,33,30,2,5
1,420,33,24,2,4
1,1800,56,10,2,5
1,1410,29,20,1,1
1,1045,48,20,1,1
1,500,47,58,2,5
1,499,54,22,2,4
1,628.647,29,38,2,4
0,640,21,11,0,1
1,1144,62,12,2,2
1,152,20,24,2,5
1,243,62,88,4,5
1,1560,62,25,1,4
1,3485.782,41,18,2,3
1,451,24,27,1,1
1,1766.663,39,27,3,5
1,424,79,28,2,2
1,420,62,18,3,3
1,545,43,22,2,1
1,1080,45,32,2,5
1,552,54,66,2,3
1,332,40,10,2,6
0,647,16,18,1,5
1,200,81,6,1,2
1,1200,41,22,2,4
1,867.87,45,17,1,3
1,720,23,4,1,2
0,917.374,24,17,0,3
0,1540,28,10,0,5
1,1398,33,32,2,5
1,358.174,36,40,2,6
1,300,23,42,3,5
1,728.029,49,62,2,4
1,678,57,48,3,3
1,599.804,60,50,2,4
1,480,60,16,2,2
0,240,53,5,1,4
1,293.123,38,120,3,8
1,3514.787,61,39,3,5
1,112,48,93,3,5
1,1600,51,28,2,2
1,218,63,28,2,2
0,1267,43,10,1,5
1,728.035,57,34,2,2
1,926.106,55,20,2,4
1,1260,56,4,1,3
1,339.992,44,38,2,5
1,143,41,42,2,4
1,1080,67,19,1,1
1,780,38,30,1,8
1,607,62,44,2,2
1,180,45,17,1,3
1,900,40,28,2,5
1,278,66,24,3,3
0,211,34,12,1,1
1,584,60,70,2,2
1,746.029,32,32,2,3
1,1261,44,18,2,5
1,700,54,32,2,3
1,380,32,74,2,5
1,437,20,14,2,4
1,3347,58,42,3,3
1,1080,69,19,1,2
1,560,70,13,1,1
1,1375,50,40,2,4
1,859,42,44,2,5
1,1000,34,19,1,6
1,82.17198,50,20,2,4
1,1356.567,43,36,1,4
1,350,43,42,2,5
1,1270,63,11,1,2
1,770.315,41,36,2,6
1,1208,27,37,1,5
1,660,75,28,2,2
1,92.83398,58,27,3,6
1,432.443,43,40,2,5
1,346,32,44,2,4
0,680,68,34,2,2
1,308,61,42,2,2
0,565,23,11,1,2
1,376,39,26,2,4
0,300,65,12,1,1
0,450,30,8,1,2
1,1473,47,10,2,6
1,260.563,36,22,2,5
0,559.498,58,50,2,2
1,200,66,24,2,2
0,195,25,16,1,4
1,2588,22,8,1,3
1,932,38,18,2,7
1,633,53,39,3,3
1,2550,36,16,2,11
1,902,46,24,2,4
1,2886,34,22,2,4
0,600,60,33,1,2
1,1200,58,78,3,3
1,1800,31,8,2,2
1,599,52,75,5,5
1,220,38,66,2,6
0,297,33,30,2,5
1,1860,22,16,2,3
1,2400,56,36,4,4
0,453,39,13,0,1
1,128,44,30,2,4
1,1910,26,27,3,3
1,850,54,42,3,3
1,808,47,63,3,4
0,1370,79,13,0,2
1,360,60,18,1,4
1,1127,32,38,2,4
1,4017,56,20,2,3
1,984,31,14,1,4
1,231,68,22,2,2
1,1548,42,18,2,5
1,600,32,27,1,4
1,360,52,75,5,5
1,2766.19,40,22,2,5
0,345,22,6,0,3
1,960,25,24,3,3
1,2290,49,36,3,4
1,1800,58,20,2,6
1,600,22,44,4,6
1,2063,40,44,2,5
1,1311,30,8,1,1
1,180,69,15,1,1
1,1861,38,38,2,5
1,499,50,44,2,3
0,1020,18,12,2,4
1,180,35,17,1,4
1,163,45,30,2,3
1,300,26,34,2,3
1,557,50,24,2,5
1,2910,28,50,5,7
1,300,37,30,2,4
1,4364,47,33,3,5
1,120,55,42,2,4
1,182,51,22,2,4
1,573,37,17,1,3
0,315,38,34,2,5
1,200,58,78,3,3
0,546.428,33,26,2,2
0,165,25,22,2,2
1,1948.959,34,34,2,4
1,2916,61,14,1,2
1,600,53,10,2,4
1,408.005,41,28,2,5
1,1672.599,63,14,2,4
1,489.979,43,48,2,6
1,600,52,20,2,4
0,1523,60,6,1,5
1,1211.422,60,12,3,4
1,492,33,18,2,3
1,300,52,34,2,2
1,1805.335,59,33,1,2
1,1893,63,10,2,2
1,390,48,26,2,4
1,601,58,22,0,4
0,1298.088,67,36,3,4
1,591,35,4,0,4
1,3402,58,28,2,3
1,265,42,34,1,6
1,1750,67,15,1,2
0,529,16,3,1,4
1,899,30,10,2,3
1,240,32,24,1,7
1,860,70,38,2,2
1,540,44,21,3,5
1,1743,67,34,2,2
1,696.94,59,44,2,2
1,540,62,18,3,3
1,900,58,16,2,2
1,2395.321,57,72,2,2
1,1681,53,18,3,2
1,2097,40,22,2,3
1,150,35,18,1,8
1,580,45,58,2,4
1,242.188,18,57,3,3
1,1800,50,6,2,4
0,600,75,3,1,3
1,400,64,120,3,4
1,6692,26,112,4,4
1,675,31,19,1,4
1,980,43,57,3,8
1,160,63,40,2,3
1,1612,54,16,1,2
1,1416,58,20,2,2
1,3047,24,22,2,3
1,1227.101,53,30,2,3
1,816,42,54,3,5
1,1561.523,28,48,4,3
1,2082.15,53,30,2,2
1,319,38,14,1,3
1,1860,70,18,2,4
1,2400,40,18,2,5
1,1031,49,18,3,5
1,1839,41,28,2,5
1,850,65,11,1,2
1,286,64,44,4,3
0,308,28,8,1,1
1,1357,47,24,3,3
1,2012.456,28,17,1,5
1,79.99998,81,26,2,2
0,1020,16,12,2,5
0,502,59,11,1,2
1,435,38,36,2,3
1,3973,64,50,5,7
0,838,30,10,1,3
0,504,73,15,1,2
0,240,48,24,2,4
1,720,27,15,1,2
0,784.222,74,12,2,3
1,1849.248,72,6,1,2
1,3597.223,27,32,2,5
1,700,42,19,1,3
1,240,33,40,2,4
1,1054,21,24,3,5
1,1476,40,8,2,3
1,394.138,37,28,2,4
1,372,46,16,2,4
0,588,28,12,0,1
0,290,27,24,1,5
1,660,55,27,3,3
1,2900,33,80,4,4
0,360.118,44,8,0,3
1,247.166,32,16,1,4
1,900,55,34,2,2
1,300,33,34,2,2
1,433,38,14,1,4
1,1000,21,22,2,4
1,251,28,36,2,4
1,903,80,8,1,1
1,2486.851,52,48,2,4
1,177.425,29,14,2,3
1,596,37,6,1,4
1,1260,61,28,2,3
1,1500,70,24,2,3
1,400,47,58,2,5
1,561.432,72,26,2,2
1,2184,57,38,2,4
1,1897.537,20,24,2,3
1,259.106,56,30,2,2
1,82.00002,54,51,3,3
1,4826,51,18,2,3
1,561,32,50,2,3
1,1380,74,16,2,2
1,255.024,32,38,2,3
0,660,34,38,2,3
1,950,40,20,2,5
1,1140,60,12,2,2
1,898,57,24,3,3
0,800,24,20,2,9
1,403,28,17,1,4
1,120,38,40,2,7
1,2176,42,18,3,5
1,193,30,30,2,7
1,345,35,20,4,6
1,2160,63,10,2,3
0,419,23,13,0,3
1,965,63,34,2,2
0,209,51,10,1,2
1,720,76,22,2,2
1,540,49,40,2,5
1,1260.936,26,13,1,2
1,481,38,32,2,3
1,429,65,16,1,2
1,1954.65,26,24,1,4
1,674.659,38,23,1,5
1,900,74,15,1,2
1,1080,46,36,3,3
1,342.321,41,42,2,4
0,574,31,13,1,2
1,962,28,3,1,4
1,384.982,38,14,1,2
1,681,30,11,1,3
1,3149,59,27,3,5
1,2380,18,24,2,5
1,1081.785,37,34,2,4
1,757,25,33,3,6
0,882,59,12,1,4
0,793,17,12,2,4
1,1683,26,18,2,3
1,551,63,18,3,4
1,1029.89,57,28,2,4
1,4847,57,13,1,2
1,766,43,12,2,4
1,1712,64,24,2,2
1,425,53,51,3,3
1,118.327,35,24,2,4
1,696,55,24,3,4
1,1500,27,72,3,4
1,240,67,32,2,4
1,2322,31,32,2,3
0,844,58,3,0,2
1,1560,61,16,2,3
1,480,50,33,3,5
1,488,40,24,2,4
1,152.99,41,50,2,7
1,4142,60,34,2,2
1,2948.288,60,27,3,4
0,60,50,20,2,4
1,660,56,42,2,2
1,1080,46,22,2,10
1,880.74,38,28,2,4
1,138.439,47,54,3,5
1,264,46,15,1,2
1,540,38,6,1,6
0,204,64,30,2,2
1,192.757,39,30,2,4
1,1260,49,20,2,2
0,300,48,11,0,1
1,400,30,17,1,4
1,2020,59,16,2,2
1,720,35,18,1,5
0,541,19,13,0,1
1,452.481,55,52,2,4
0,601,69,12,1,2
0,1534.703,28,10,0,2
1,429.277,32,45,3,4
0,159,77,5,0,1
1,155,45,28,2,5
1,1437.871,61,10,1,1
1,3455,57,15,3,4
1,333,27,65,5,7
1,1010.816,31,28,2,3
1,193.415,65,20,1,2
1,1039,47,6,1,3
1,520,32,20,2,3
0,1156,39,16,1,6
1,900,45,40,2,5
1,468,47,30,2,4
1,1392.813,59,30,3,3
1,440,41,18,2,5
1,1560,42,18,2,5
1,774,48,14,2,5
1,500,33,72,2,5
1,263,60,28,2,2
1,1921,46,48,2,4
1,420,31,11,1,8
1,977,45,26,2,5
1,180,44,20,2,5
0,1020,33,30,2,5
0,600,40,11,1,3
1,431,42,48,3,4
1,417,35,24,1,3
1,1270.309,51,34,1,4
1,113,69,14,2,2
1,277,41,40,1,6
0,1350,60,30,3,3
0,1950,63,40,2,3
1,1538.994,56,26,2,2
1,1437,23,24,2,2
1,892,48,34,2,5
1,164,53,44,4,3
1,2030.334,21,27,1,1
1,834,45,68,2,5
0,60,59,6,2,6
1,1696.317,46,54,2,5
1,2733,32,26,2,3
1,3184,63,26,2,2
1,639,44,44,2,5
1,600,49,18,2,4
1,880.814,60,18,1,2
0,421,22,20,1,1
1,293,23,24,2,4
1,302,31,8,2,2
1,86.56302,48,48,2,1
1,720,35,16,1,3
1,1340,67,56,2,2
1,1959,45,20,2,4
1,660,27,18,2,4
1,454,70,16,2,3
0,1000.004,36,18,2,3
1,300,39,28,2,6
0,1200,85,10,0,3
0,648,71,16,0,2
1,1191,71,36,2,2
1,2495.031,39,105,3,3
1,163.779,24,19,1,1
1,1248.964,45,36,4,5
1,754,53,18,3,2
1,2060,65,10,2,2
1,6470,26,112,4,4
1,2294,31,16,2,2
0,464.009,42,52,2,6
0,1124,30,3,0,1
1,480,43,12,2,2
1,404,28,36,2,4
1,1886,50,32,4,4
1,180,39,48,2,5
1,1627,51,11,1,4
1,480,38,10,1,1
0,223,30,8,2,5
0,189,16,16,1,2
1,600,48,5,1,4
1,3724,38,18,2,5
1,2000,26,21,3,7
1,243,50,60,2,5
1,1195,25,48,3,6
1,320,67,35,1,1
1,240,80,10,0,1
1,562,22,54,3,4
1,460,64,16,1,3
1,360,42,32,2,4
0,1093,45,17,1,1
1,4471,42,22,2,5
0,728.066,57,42,3,3
1,350,47,24,1,1
1,1800,59,12,2,2
0,360,50,78,2,6
1,775,39,6,2,4
1,1653,34,22,2,4
1,298,47,34,2,4
1,618,29,11,1,4
0,575,30,11,0,1
0,1127,22,10,0,1
1,1693,61,28,2,3
1,350,29,38,2,4
1,900,41,12,2,5
0,300,44,24,1,4
1,750,67,165,5,3
0,520,39,20,0,8
1,464,73,43,1,2
0,180,39,38,2,5
1,1800,38,20,2,5
1,1345,60,22,1,3
1,199,40,50,2,7
1,3848,48,10,1,2
1,3360,58,8,1,2
1,350,45,38,2,5
1,126,64,20,2,2
0,180,32,15,1,4
1,926,41,28,2,4
1,1700,50,50,2,4
0,135.876,16,40,2,3
1,423,46,18,2,6
1,222,42,28,2,4
1,1629.37,20,14,2,5
1,700,54,44,2,2
0,580,26,24,2,4
1,2146.118,52,42,3,5
1,440,48,54,3,4
1,2000,52,22,2,3
0,231,48,15,1,4
1,405,42,14,2,3
1,740,83,9,1,2
1,1020,22,42,3,5
1,1300,50,12,2,3
1,3137.708,65,10,1,2
1,60,30,44,2,3
1,1200,62,51,3,3
1,495,41,40,1,6
1,752,46,24,2,5
1,720,34,32,2,6
1,427.974,40,96,3,7
1,670,33,27,1,5
1,60,56,46,2,5
0,418,67,8,1,2
0,422,60,26,2,5
1,2832,55,18,2,4
1,1241,50,24,2,4
1,1040,53,44,4,3
1,420,66,16,2,2
1,2150,50,17,1,3
1,840,49,18,3,4
0,350,47,15,0,1
1,2604,25,33,3,6
1,1170.916,51,18,2,2
1,400,55,16,2,5
0,439,57,45,3,3
1,568,31,30,2,4
1,536,65,90,3,3
1,1295.994,48,78,2,3
1,224.668,24,28,2,3
1,357,48,34,2,5
1,271,41,38,2,5
1,79.99998,51,22,2,2
0,214.017,34,14,1,4
1,1100,51,99,3,4
1,1780,48,14,1,7
1,600,46,30,3,3
1,928,48,44,2,2
1,300,34,16,2,6
1,2517,36,50,1,1
1,750,38,57,1,7
1,471.946,51,48,2,4
1,659,66,50,2,2
1,180,40,26,2,5
0,139.834,22,30,2,3
1,506,75,18,2,2
0,240,80,5,1,2
0,166.628,46,54,2,5
1,1080,30,24,2,4
1,692,45,24,2,2
1,319,32,24,2,4
1,860,51,18,2,3
1,349,65,26,2,3
1,172.401,55,52,2,4
1,720,67,28,1,2
0,1579,18,48,3,3
1,590,29,30,2,2
1,240,39,28,1,1
1,450,37,40,2,4
1,853,42,90,3,7
1,3244.126,22,32,4,5
0,360,40,19,0,9
1,621,63,20,1,2
0,1092.647,17,24,2,4
0,550,45,17,0,4
1,1151,52,14,2,2
1,261,40,14,2,5
1,127,38,48,2,5
1,725.385,27,32,2,2
1,497,49,12,2,5
1,555,38,30,1,8
1,2280,36,8,1,5
1,1015,53,57,3,7
1,375.545,18,60,3,5
0,124,33,34,2,3
1,1440,43,76,2,5
1,595,53,39,3,3
1,210,69,28,2,2
1,507.91,50,24,2,4
