travel_mode,travel_time_number,age,individual_travel_frequency,household_vehicles,household_size
1,950,66,16,1,1
1,240,33,58,2,6
1,1840,30,40,1,5
1,660,37,74,2,7
1,217,49,18,2,5
0,300,45,11,1,3
1,1469,55,68,4,3
1,3420,75,8,1,2
0,139,40,16,0,10
1,1984.856,58,12,1,2
1,1860,34,40,2,5
1,650,50,15,1,3
1,376.258,20,17,1,1
1,309,48,24,2,3
0,300,28,12,1,3
1,1577.817,54,31,1,4
1,230,32,50,2,3
0,529,22,3,0,2
1,1275.212,29,48,4,5
0,776.961,30,12,0,2
1,893,63,11,1,3
1,500,21,33,3,5
0,620,68,21,1,2
1,406.932,24,17,1,1
1,2041,55,39,3,3
1,465,48,12,2,2
1,1800,51,25,1,5
1,238,33,24,2,5
0,460,56,16,1,2
1,1396,50,32,2,5
1,381,47,32,2,4
0,240,33,24,2,4
1,311.682,31,26,2,3
1,600,37,44,2,5
0,492,47,60,3,2
1,1941,56,38,2,4
1,291,30,23,1,3
1,273.733,43,20,2,3
1,1154,27,5,0,1
0,240,24,20,0,6
1,960,40,11,1,2
0,300,33,18,1,5
1,235,46,24,3,6
1,1380,70,12,3,3
1,5520,32,12,1,4
1,742,62,88,4,5
1,720,72,28,1,2
1,450,30,66,3,4
1,2871,45,30,2,3
1,2281,47,63,3,4
1,157,26,11,1,4
1,1320,69,24,2,2
1,240,39,22,1,7
1,720,43,42,2,5
0,230,81,11,0,1
1,1037.12,59,46,2,3
1,263,44,12,1,3
1,360,18,48,4,5
0,316.293,44,24,1,4
1,4450,36,18,2,4
1,227,17,84,3,6
1,360,40,33,1,5
1,2700,53,33,3,4
1,240,34,16,2,6
1,1234,24,16,1,1
1,1484,41,16,2,4
1,559.286,32,14,1,3
1,34350,70,18,3,3
1,3451,39,26,2,3
1,2800,65,15,1,2
1,472,68,18,3,4
1,2008,69,8,1,2
1,960,34,12,1,4
1,211,52,58,2,4
1,930.156,43,26,2,4
1,324,68,34,2,2
1,1268,40,30,2,5
1,4121,35,14,2,3
0,578,65,26,2,2
1,1777,35,26,2,4
1,2061,46,45,3,5
1,1140,36,32,2,5
0,300,33,11,1,2
1,502,64,26,2,2
1,720,62,26,2,2
1,346,34,21,3,6
1,163.274,67,12,1,2
1,421,45,52,2,5
1,457.438,40,25,1,4
1,1200,45,38,2,5
1,480,30,21,1,4
1,680,61,26,2,2
1,2076,38,17,1,2
1,1320,28,16,2,2
1,468.651,32,108,3,3
1,200,77,4,1,2
1,355,52,16,2,3
1,1560,33,11,1,3
0,1000,79,17,1,2
1,2460,29,60,4,8
1,360,35,34,2,5
1,1700,57,46,2,4
0,780,21,10,2,2
0,300,69,8,1,2
1,1791,41,22,2,5
1,2406,45,32,2,4
0,750,73,8,0,2
1,1840,49,8,2,5
0,266,36,10,1,1
1,153.518,65,14,2,2
1,585,62,36,3,4
1,300,49,32,2,3
1,540,25,8,2,2
1,640,31,22,1,4
1,426.691,40,21,1,3
1,540,52,28,4,5
1,1060,55,22,2,3
1,440,36,33,1,6
1,351,72,30,2,2
1,181,39,36,2,5
0,1950,65,20,2,2
0,240,39,13,1,4
1,895,64,13,1,1
1,300,24,11,1,3
1,1710.598,65,32,2,2
1,863.407,31,20,2,2
0,732.775,47,32,2,5
1,1499.932,41,42,2,4
1,386.998,44,8,2,3
1,1282.109,32,42,2,4
0,674,35,11,0,12
1,490.181,49,29,1,4
0,185,50,12,1,1
0,600,71,12,0,2
1,602.759,61,33,3,2
1,399,49,27,3,4
1,1799.775,51,26,2,6
0,403,22,45,3,4
1,962.392,42,45,3,5
1,394.003,39,15,1,7
1,240,48,38,2,5
1,777.576,36,34,2,7
0,400,50,8,0,2
0,60.87,27,40,2,4
1,441.4,29,54,2,4
0,180,44,40,2,4
0,43.00002,58,10,1,2
1,362,55,5,1,2
0,313,70,8,1,5
1,1703,35,19,1,6
1,270,40,22,1,4
1,474,63,18,2,1
1,384,60,30,3,6
0,2020,17,6,2,6
1,275,56,44,2,4
1,168.131,27,13,1,5
1,200,38,20,1,7
1,867,49,36,3,3
0,1250,60,11,1,3
0,350,41,21,0,11
1,1967,55,45,3,5
1,100,78,22,1,2
1,1384,67,16,2,2
0,1889,63,4,0,5
0,600,73,13,0,1
1,554,67,17,1,2
1,1819,38,32,2,6
0,520,36,24,1,6
0,600,39,20,1,3
1,1010,34,32,2,4
1,1000,67,165,5,3
0,225,25,14,0,4
1,645,34,24,1,4
1,1264,35,18,2,3
1,454,51,32,2,3
1,557.297,53,27,3,2
1,1160,76,7,1,2
0,240,38,40,2,6
1,480,38,40,2,6
1,2160,46,41,1,5
0,300,26,13,1,2
1,262.593,42,56,2,4
0,1000,69,13,1,1
1,1600,18,15,3,6
1,452.99,29,5,1,3
1,770,69,8,1,2
1,240,53,5,1,2
1,1034,64,42,3,4
1,4415,29,15,1,3
0,340,41,24,0,4
1,543,72,44,2,2
1,466,45,36,3,4
0,150,34,13,0,9
1,375,18,80,4,7
1,890,53,57,3,7
1,1920,26,75,3,6
1,60,30,25,1,5
1,1565,24,65,5,5
1,434,54,90,3,5
0,300,36,3,0,2
1,1895,36,21,1,3
1,1035,59,68,2,4
0,626,16,17,1,3
1,780,34,12,2,2
1,300,52,51,3,4
0,2700,46,22,2,4
0,2161,45,48,2,5
1,566,24,36,4,7
1,540,59,7,1,2
1,1480,40,50,2,5
1,1767,70,14,1,2
1,290,18,32,2,5
0,254.916,31,12,1,2
1,269,26,17,1,2
1,639,70,24,1,3
1,1301.253,32,14,2,3
1,725.408,56,17,1,2
1,447,52,12,2,3
1,1058,32,36,2,5
0,300,25,8,1,3
0,1080,39,16,1,6
1,360,70,18,2,2
1,1165,38,36,2,5
0,457,34,28,2,4
1,1800,62,4,0,2
1,1230.386,40,21,1,3
1,2160,50,30,3,5
1,650,52,30,2,5
1,1242,61,192,6,2
0,600,19,4,1,6
1,420,35,20,2,10
1,254,31,64,4,4
0,1212,37,13,1,4
1,1200,25,6,1,3
1,868,32,5,1,2
0,180,42,20,1,5
1,1342,40,60,2,6
1,296,36,16,4,6
1,477.193,49,24,2,2
1,4260,23,45,3,4
1,1572,49,17,1,5
1,929,54,50,5,5
1,1260,43,10,2,4
1,420,42,16,1,7
1,421,45,18,2,5
1,2755,25,4,1,3
1,342,62,92,2,2
1,2560,33,30,2,5
1,327,33,28,2,4
1,1423,33,26,2,2
1,256,54,36,2,5
1,69,38,8,1,1
0,144,35,16,1,3
0,551,62,10,2,2
0,500,70,20,1,1
1,1351.281,59,26,2,2
1,291,78,6,1,2
1,240,33,22,2,3
1,345.93,30,32,2,2
0,837.153,30,21,1,5
1,7.99998,46,15,1,2
1,1657,43,38,2,5
1,1292,48,24,2,3
1,1800,32,6,2,6
0,1260,55,16,1,4
1,271,71,7,1,2
0,900,17,6,2,4
1,1102,61,7,1,2
0,658,18,15,3,4
1,400,77,42,2,2
0,120,31,22,1,5
1,960,43,76,2,5
1,10856,43,18,2,4
1,180,33,10,1,1
1,2457,32,36,2,3
1,923,55,28,2,5
1,1066,48,18,2,4
1,497,38,16,1,3
1,360,68,28,2,2
0,300,49,32,4,8
1,245.373,52,57,3,3
1,480,68,33,3,3
1,671.736,33,62,2,4
0,708.06,50,48,2,2
1,254,37,12,1,5
1,420,56,18,2,4
0,246.037,26,14,1,5
1,422.795,28,15,1,3
1,2521,51,72,4,3
0,634,22,8,0,1
1,720,29,28,2,6
1,1641.357,62,19,1,1
1,420,53,14,2,4
1,475,65,38,2,2
0,122,29,11,0,3
1,429,82,10,1,2
1,366,50,45,3,5
0,850,73,38,2,2
1,122,48,182,7,5
1,5775,21,30,2,2
1,550,46,57,3,3
0,1100,81,7,0,1
0,771.047,29,10,1,2
1,698,57,10,1,6
1,514,41,19,1,5
0,253,26,24,3,3
1,3972,43,50,2,5
1,2177,22,42,3,4
1,1550,44,22,2,4
1,1497.104,31,36,2,3
1,720,41,12,1,5
1,951.851,45,60,3,5
1,500,46,54,3,6
1,286,63,20,2,2
1,6418,38,44,2,4
0,831,46,10,1,4
1,350,28,12,2,5
0,400,82,20,0,2
1,3681.94,53,21,3,4
0,202.891,42,52,2,6
1,82.00002,35,50,2,4
0,377,30,38,2,3
1,3501,27,39,3,3
1,548,44,27,1,7
1,489,41,21,1,5
1,761,33,16,1,2
1,1360,42,24,2,5
1,1564,66,46,2,3
1,969,24,54,3,4
1,2400,71,6,1,2
1,1271.787,23,87,3,6
1,180,43,26,2,4
1,960,38,19,1,4
1,507.471,61,34,2,2
1,1655,27,28,2,2
1,4560,44,26,2,4
0,436,35,52,2,4
0,643,70,6,1,2
0,790,40,11,0,1
1,128.657,42,23,1,4
1,1103,29,12,1,2
1,3660,21,21,3,5
1,1301,21,63,3,3
1,218,45,9,3,7
1,202,56,52,4,3
1,2160,59,28,2,2
1,3098.026,62,18,3,3
1,1134,29,30,2,2
1,5007,72,20,2,2
1,817.223,41,38,2,4
1,263,33,22,2,4
1,300,74,12,1,2
1,2589,64,18,2,2
1,74.99802,41,22,2,5
1,1883,62,26,2,2
0,515,60,30,2,4
1,1500,43,34,2,4
0,800,65,34,2,3
1,1669.097,40,24,2,4
1,540,42,30,2,4
1,226,56,10,1,3
1,600,36,38,2,5
1,760,48,16,1,3
1,988,29,42,2,6
1,2666.881,50,24,2,6
1,1460,60,26,2,2
1,300,43,24,2,5
1,1557,43,57,3,8
0,49.99998,33,32,2,3
1,718,45,34,2,5
0,300,19,21,0,2
1,785.102,23,15,1,1
1,451.993,51,86,2,2
0,306,28,24,2,3
1,3281.015,49,18,1,1
1,954,34,30,1,5
1,2207.226,28,20,2,2
1,1050,39,19,1,4
1,109,27,8,2,2
1,551,65,46,2,2
1,687,59,18,2,2
1,450,33,36,2,2
0,693,35,7,0,3
1,3567.125,61,21,3,4
0,600,22,4,0,3
1,602,66,21,1,4
1,900,60,26,2,2
1,2188.907,44,12,1,1
1,2257,44,9,1,4
0,2397,70,42,3,6
1,269,47,40,2,5
0,195,16,16,2,6
1,1050,54,17,1,1
1,778.199,67,20,2,2
1,2134.411,62,20,2,2
0,1265,16,19,0,4
0,180,82,3,1,2
1,758,67,28,2,2
0,60,27,12,0,4
0,1083,29,24,2,2
1,540,49,60,2,4
0,220.938,22,15,1,2
1,640,43,22,1,5
1,620,67,9,1,2
1,82.27998,46,36,2,4
0,660,60,15,0,1
1,79.99998,41,20,1,5
1,5220,47,36,2,5
1,1192,58,17,1,1
1,1370.336,41,44,4,4
0,273,23,12,0,1
1,500,38,22,2,4
0,297.196,40,40,2,5
1,1550.071,26,33,3,3
1,900,40,4,1,4
1,2700,49,12,2,4
1,450,41,44,2,6
1,218.008,31,30,2,2
0,180,45,20,0,5
1,660,44,46,2,6
0,3014,31,3,1,4
1,553,24,30,2,3
0,60,55,14,1,2
1,952,69,30,2,2
0,600,44,18,2,5
0,985.733,43,26,2,6
1,300,67,44,2,2
0,700,38,23,1,4
1,977,45,34,2,5
0,1147,58,28,2,2
1,1760,31,12,1,2
1,1395,54,28,2,3
0,418.569,20,14,2,5
1,180,60,18,2,3
0,710,30,22,2,2
1,2002.693,22,44,1,1
1,420,43,30,2,6
1,543,49,36,3,3
1,700,47,29,1,6
1,980,38,10,1,1
1,3300,29,36,2,3
1,2041.655,21,36,2,4
1,1140,43,9,1,3
1,497,49,17,1,5
1,359,45,26,2,5
0,727,59,12,1,2
1,300,62,48,3,3
1,292,60,34,2,2
0,364,16,26,2,3
1,4600,43,12,1,7
1,340,30,15,1,5
1,1500,25,24,3,3
1,342,30,18,2,3
1,325.997,41,28,2,5
0,60,46,9,0,1
1,1473.279,23,21,1,2
0,1596,46,9,1,3
1,577,53,56,4,7
1,1200,27,10,2,2
1,180,39,32,2,7
1,264.471,45,44,2,4
1,600,61,21,1,2
1,1162.666,40,96,3,7
1,150,21,22,2,4
1,1500,63,22,2,4
1,19.99998,78,20,2,2
1,685.485,45,16,2,5
1,1548.783,49,40,2,5
0,314,17,10,2,5
0,420,33,12,1,2
1,980,47,10,2,5
0,619,25,10,2,3
1,540,49,48,3,7
0,269,42,22,2,5
0,79.00002,30,32,2,3
1,191,40,34,2,4
1,2507,30,14,1,1
1,360,47,21,1,3
1,571.096,46,75,3,3
0,551.527,22,32,2,4
1,2051.278,27,50,2,3
1,300,43,42,2,4
1,213,33,80,4,4
1,322.263,62,26,2,3
1,300,22,44,4,6
1,1714,39,36,2,5
1,3436,37,22,2,5
1,650,41,13,1,1
1,258.016,38,20,2,5
0,133,30,6,1,4
1,1800,25,8,2,3
0,650,60,11,1,3
1,147,64,10,2,3
0,150,26,27,3,4
1,3229,60,14,2,2
1,1053,43,12,2,4
1,2042,43,16,1,1
1,2320,38,22,2,3
1,2882.255,50,33,3,4
0,250.731,16,39,1,6
1,750,30,17,1,4
1,1920,38,20,1,7
1,1466,29,17,1,6
1,782,67,34,2,2
0,748,41,10,1,4
1,2773,42,18,2,4
1,725,22,14,2,5
0,300,55,9,0,2
1,3958,25,48,4,4
0,606.523,21,17,0,3
1,1646,51,34,2,3
0,368,20,15,1,1
1,1800,43,12,2,4
0,784.222,74,12,2,3
1,2120,42,20,2,5
0,360,21,8,1,3
0,200,36,19,1,3
1,450,65,90,3,3
1,1980,50,20,2,3
1,93,26,8,2,2
1,298.192,38,28,2,5
1,3051,47,94,2,4
1,460,68,98,2,2
1,1080,44,16,1,5
0,278.034,30,39,3,4
1,350,69,44,2,2
1,627.833,62,26,2,3
1,420,66,16,2,2
1,900,40,44,2,5
1,4859.519,54,22,2,4
1,648.825,43,12,1,1
0,150,73,10,0,1
1,457,64,44,4,2
1,545.705,44,34,2,6
0,540,65,8,0,1
1,1310.027,41,12,2,4
1,2100,38,16,2,4
1,540,38,37,1,5
0,1318,29,24,2,2
0,360,33,16,1,6
1,641,42,90,3,7
0,504.151,28,40,2,1
1,1167.53,20,30,2,4
1,1086.163,26,40,4,4
1,122,52,60,3,2
0,240,33,28,2,5
1,2032.481,34,16,1,3
1,800,51,99,3,4
0,300,25,11,1,1
0,900,55,22,2,4
1,1046,35,46,2,4
1,156,39,28,2,5
1,480,75,51,3,6
1,1056,50,18,3,6
1,522,50,40,2,5
1,1025,37,33,1,4
1,1466.94,45,14,1,1
1,1002,75,34,2,2
1,693,63,17,1,2
1,2923.997,29,18,2,2
1,2817,28,12,2,2
0,637,36,19,1,3
1,977,36,16,1,6
1,310.25,50,40,4,5
1,195,48,16,2,4
1,1300,46,20,2,5
1,833,41,15,1,3
0,205,44,45,3,6
1,696.942,41,32,2,5
1,1140,39,44,2,3
1,360,60,46,2,2
1,267.387,32,38,2,3
1,2236,43,24,2,5
1,1299,52,48,4,4
1,2216.149,50,48,2,2
0,120,30,26,2,3
1,4079,37,6,1,6
1,1125.308,55,20,2,4
1,3801,40,34,2,5
1,1390,62,44,2,2
1,3441,61,26,2,2
1,900,40,26,2,4
1,513,61,54,2,3
0,250.54,29,11,0,2
1,1560,34,9,1,1
1,1054,55,14,2,2
1,518,60,16,2,2
0,420.99,42,52,2,6
0,1660,53,21,3,6
1,60,35,22,2,5
0,1840,62,24,2,3
1,169,59,23,1,1
1,729,24,22,2,5
1,1100,29,16,2,2
1,1420,37,22,2,4
1,84,44,17,1,4
0,300,36,5,1,4
1,574,40,24,2,5
1,780,37,28,2,5
1,313,47,40,2,5
1,180,35,38,2,5
1,3180,30,12,2,5
1,772.771,36,78,6,8
1,1400,35,62,0,7
1,804,51,60,3,5
1,1033,28,22,2,5
1,1200,17,36,3,6
1,3120,21,28,4,5
0,168,48,30,2,2
1,150,62,38,2,2
1,527.749,38,66,2,5
1,2360,48,62,2,4
1,1273,36,17,1,4
1,675.952,36,22,2,5
0,720,16,12,1,4
0,105,70,24,2,3
0,300,16,22,1,3
1,600,45,9,1,6
0,150,22,16,0,4
1,720,40,8,1,8
1,381.975,66,80,4,4
1,1461.937,41,44,4,4
1,180,36,11,1,4
1,1211,23,18,1,1
1,91.99998,48,14,2,4
0,204,43,54,2,5
1,2035.456,28,155,5,4
1,1024,28,14,2,3
1,449,51,18,2,3
1,2267,33,24,2,2
1,800,25,16,1,3
1,4657,60,30,2,2
0,137,21,21,1,6
1,2326,61,57,3,3
1,1009,37,16,1,5
0,93,67,13,1,2
1,840,59,38,2,2
1,1801,58,24,2,3
1,476,61,24,3,2
1,750,30,11,1,6
1,3575,48,3,1,4
1,628,43,20,2,5
1,205,45,24,2,5
1,300,22,36,3,5
1,839.96,60,38,2,2
1,2016,44,17,1,4
1,2450,72,36,2,2
1,300,38,40,2,6
0,150,65,11,0,2
1,217.662,22,36,3,4
0,497,20,14,0,1
1,371.01,30,26,2,2
1,780,17,26,2,3
1,2151,60,20,2,2
0,764.979,35,14,1,2
1,329.236,70,8,2,2
1,852,70,8,2,2
0,540,72,11,1,2
0,420,41,54,2,6
0,1312,35,6,1,3
0,608.931,63,16,0,2
0,596,31,13,0,6
1,901.809,53,28,2,3
1,660,32,44,2,7
1,420,25,28,1,4
1,120,35,22,2,4
1,1200,18,16,2,5
1,3067,63,28,1,2
1,866.111,48,11,1,4
0,224.046,48,34,2,3
1,263.367,54,40,2,2
1,60,18,48,4,5
1,462.723,52,50,2,1
1,303,47,56,2,5
1,1404,40,6,1,4
0,720,60,24,2,4
1,801,51,30,2,4
1,2486.173,47,22,2,4
1,1173,36,30,2,4
1,180,64,11,1,2
1,180,34,24,2,5
1,1925.184,45,16,2,5
1,1862.913,68,26,2,2
1,1506.869,58,19,1,3
0,390.201,66,80,4,4
0,300,39,7,1,4
1,1306.443,71,20,2,2
1,300,31,28,2,3
1,1732.11,32,9,1,3
1,2520,31,30,2,2
1,418,30,9,1,3
1,235.309,49,27,3,4
1,549,68,20,1,2
1,660,47,11,1,5
0,240,24,23,0,3
1,860,31,7,1,4
1,3454.512,44,62,2,4
1,395.372,40,16,2,4
0,600,72,22,2,2
1,720,42,34,2,4
1,606,66,28,2,2
1,377,35,52,2,4
1,176,44,60,3,6
1,425,26,112,4,4
1,2326,62,26,1,2
1,630,52,42,3,5
0,272,31,6,2,4
1,492,28,34,1,5
1,190,45,32,1,6
1,1860,42,14,2,3
1,480,50,28,2,3
1,612.631,56,13,1,1
1,1350,39,44,4,6
0,300,59,6,0,2
1,2753,40,54,2,4
1,215,67,44,2,2
1,7190,57,36,3,3
0,540,23,8,1,1
1,965,62,21,3,3
1,621,35,14,1,7
0,300,67,8,1,2
0,769,27,15,0,5
1,420,43,30,2,4
1,510,53,51,3,3
1,4628,58,38,2,2
1,4487.063,50,50,2,6
0,400,64,16,1,2
1,1781.219,55,52,2,4
1,1800,57,27,3,3
1,196.782,37,40,2,7
1,2581,57,30,2,2
1,5440,37,18,2,3
0,474,18,8,0,9
0,897,51,4,1,5
1,2346.437,30,30,2,5
1,1800,34,8,2,2
1,900,62,20,2,2
1,212,56,35,5,7
1,1650,51,18,2,2
1,807,40,30,2,5
0,350,17,32,2,4
1,3280,33,27,1,5
1,256.086,54,46,2,4
1,277,76,10,2,2
0,300,26,17,0,3
1,269,58,52,4,2
0,1252.148,27,7,0,1
1,3548,46,20,2,5
1,1473,49,17,1,5
1,1498,28,6,1,1
1,597.696,49,14,2,3
1,1569,39,26,2,5
1,362,46,76,2,3
0,1000,29,13,0,6
0,120,41,14,2,6
0,195,25,10,0,1
1,840,39,32,2,7
1,1583,56,24,3,3
1,503,66,26,2,2
1,532.564,40,28,1,6
0,444,40,19,0,9
1,758,55,24,3,4
1,1376,44,22,2,5
1,480,44,21,0,5
1,650,66,21,1,4
1,339.729,48,20,2,5
1,400,53,22,2,3
1,3561.466,46,8,1,1
1,2394,38,30,2,7
0,60,35,22,1,7
1,1209,55,16,1,2
1,480,49,16,2,4
1,1166,26,7,1,4
1,360,56,105,3,3
1,2350,48,20,2,4
1,560,61,18,2,2
1,2350.976,45,28,2,5
0,446.324,44,24,1,4
0,120,31,6,0,2
1,357.287,49,20,2,4
1,1800,36,22,2,4
1,600,42,92,4,4
1,337,46,60,2,3
0,79.99998,38,10,0,2
1,900,25,8,2,2
0,500,29,21,0,7
1,446,45,26,2,5
1,457.892,24,78,3,3
0,520.343,24,13,0,1
1,800,45,42,3,6
0,40.00002,38,42,2,4
1,180,43,42,2,5
1,1041,46,36,2,4
0,340,78,10,1,2
1,858,46,16,2,4
0,962.267,61,19,0,2
1,1649,24,36,2,3
1,500,55,51,3,9
0,216,70,14,0,1
1,1860,47,12,2,4
0,482.576,45,9,0,2
1,1320,31,24,3,3
1,1210,39,38,2,4
1,1080,25,39,3,6
1,240,42,48,3,4
1,1621.135,29,10,1,1
1,262,48,6,2,7
1,124,59,18,2,3
1,1989.565,39,105,3,3
0,410,36,11,0,5
0,240,60,14,1,6
1,3540,56,14,2,5
1,200,65,22,2,2
1,728.518,50,52,4,5
1,640,41,17,1,6
1,2142.664,39,22,1,4
1,3004.023,37,46,2,2
1,1721,54,36,2,2
1,239,28,17,1,7
1,1260,60,46,2,2
1,1010,48,23,1,2
1,194,36,26,2,4
1,623,46,16,2,5
1,796,45,32,1,6
1,124.298,82,7,1,1
1,1549.025,56,45,3,3
1,1350,45,18,1,6
1,3960,42,36,2,5
1,2522,26,12,3,4
1,2700,31,6,1,4
1,5400,42,18,2,6
1,300,47,34,2,5
1,900,56,105,3,3
1,541,49,21,1,5
1,595,37,7,1,2
0,660,61,17,1,3
1,842,24,16,2,5
1,2194.262,31,24,2,3
0,400,41,11,0,8
0,1026.07,73,18,2,2
1,300,38,19,1,7
1,517,54,90,3,5
1,488,67,10,1,2
1,300,41,36,2,7
1,150,32,20,2,5
1,434,79,13,1,1
0,163,19,14,1,3
1,625,37,14,2,5
0,300,40,5,1,4
1,213,38,68,2,4
1,1210,61,57,3,3
1,517,39,31,1,3
1,247.105,51,64,4,4
1,1180.26,35,13,1,1
1,334,30,12,2,6
1,1813,32,18,2,2
1,211,67,46,2,2
1,1339.076,34,10,1,2
1,420,41,11,1,5
1,1440,30,12,1,3
1,1224,39,44,2,4
1,604,17,84,3,6
1,1440,65,22,2,2
1,306.088,59,24,3,3
1,3736.566,34,24,2,3
1,4401,57,70,2,2
1,216,69,32,2,2
1,120,37,20,1,2
1,171,38,52,2,5
0,220,83,14,0,2
1,1613.773,37,46,2,4
0,1605,57,24,2,5
1,505,17,84,3,6
1,764,39,7,1,3
0,660,17,20,2,5
0,909,45,28,2,5
1,423.195,64,4,1,1
1,1200,26,9,1,3
1,544,53,36,4,4
1,3240,22,12,2,3
0,500,43,17,0,7
1,1500,62,7,1,3
1,1740,51,16,2,3
1,840,74,20,1,2
1,809.884,51,19,1,4
1,347.007,44,20,2,4
1,360,40,42,3,4
1,400,67,22,2,2
1,450,49,36,2,3
0,357,37,30,2,4
1,225,63,60,2,2
1,1144,42,18,2,5
0,247,64,4,1,3
0,2197,16,14,2,5
1,903,33,12,1,3
1,776.182,32,48,1,5
0,713,32,22,2,3
1,3548,47,56,2,5
1,2115,30,34,2,2
1,528,43,30,2,5
1,712,45,20,2,4
1,2380,32,18,1,5
1,1120.903,58,48,4,4
1,2160,41,74,2,5
1,411,42,18,2,4
1,358.01,23,87,3,6
1,600,42,28,2,8
1,500,69,22,2,2
1,626,38,70,2,9
1,1440,29,21,3,4
1,906,67,34,2,2
1,4020,43,32,2,5
1,558.298,41,68,2,5
1,131,60,34,2,2
1,1800,39,24,2,3
0,420,44,4,1,4
0,500,16,24,2,7
1,3600.769,25,27,3,4
0,300,72,28,2,2
0,300,33,7,1,2
1,2283,42,30,3,7
1,270,32,48,2,4
0,46.99998,20,60,3,3
0,2220,36,8,2,3
1,246.798,46,39,3,5
0,180,24,9,0,4
1,3271,41,32,2,4
1,1208,68,14,2,2
1,516,52,15,3,4
1,240,46,30,2,4
1,2593,67,40,2,2
0,100,45,69,3,2
1,960,58,72,2,2
1,790.441,26,75,3,6
1,680,74,12,1,1
1,314,45,66,2,5
0,480,33,7,1,1
1,120,31,32,2,4
1,291,35,9,3,3
1,2879,37,24,2,3
1,900,34,26,2,2
1,1030.988,29,16,2,5
1,1303,54,12,2,3
0,311.441,57,87,3,6
0,300,28,9,0,4
1,786,25,30,2,5
1,720,43,10,1,5
1,360,17,32,2,5
1,248.14,25,11,1,1
1,3435,50,13,1,3
1,1620,24,12,2,5
1,1582,37,30,3,6
1,286,55,17,1,1
1,350,60,32,2,3
1,1484,36,9,3,6
1,1500,74,18,2,2
1,540,24,18,2,2
1,180,34,32,2,6
1,304,21,14,2,4
1,51,41,10,2,7
1,300,50,24,2,4
1,267.723,43,36,2,5
1,642.179,45,32,2,2
1,330,62,17,1,4
1,271,54,36,3,3
1,128,38,63,3,4
1,547,60,17,1,3
1,1863,45,38,2,1
1,1960,40,26,1,1
1,683,38,26,2,4
1,405,36,34,2,4
0,620,31,29,0,8
0,120,34,12,1,4
1,467,24,18,1,1
0,250,31,98,2,4
1,555.384,52,64,4,6
0,173,51,6,1,1
1,1200,51,152,4,5
1,207.493,64,12,1,1
1,820,53,22,2,4
1,2330,48,6,2,3
1,861.994,23,18,2,2
0,591,52,38,2,3
1,660,37,18,1,6
1,316,26,96,3,5
0,40.00002,60,13,1,2
1,1503.666,35,20,2,5
1,393.167,49,20,1,1
0,300,32,16,0,1
1,60,39,28,2,5
1,1140,59,18,2,5
1,300,45,20,2,5
1,1103.105,65,12,2,2
1,457,31,24,2,2
1,4315,24,42,3,3
1,2464.04892,46,68,2,4
1,4085,24,72,2,3
1,925,63,44,2,2
1,1030,32,16,2,4
1,3000,58,27,3,3
1,2714,42,5,1,4
0,460,33,7,1,7
1,639,47,22,1,4
