travel_mode,travel_time_number,age,individual_travel_frequency,household_vehicles,household_size
1,212.14,30,14,1,1
1,2354,42,20,2,4
0,780,20,10,0,2
1,6120,42,66,2,5
1,960,51,30,2,3
1,1206.816,33,25,1,4
1,306.989,29,15,1,2
1,485.715,55,60,3,4
1,997,60,16,2,2
0,537,19,19,1,3
1,430,18,45,3,4
1,400,34,18,1,4
1,300,50,78,2,6
1,723.263,58,44,2,2
1,746,27,8,2,3
1,300,38,30,2,5
1,4582,73,17,1,1
1,3274.268,55,55,5,4
1,100,65,62,2,2
1,2700,39,16,2,4
0,549,43,14,0,10
1,417,23,12,2,4
0,783,36,9,1,3
1,3420,46,60,2,3
1,1450,51,68,4,4
1,60,43,16,1,1
1,599.566,45,15,1,2
1,214,60,15,1,2
1,286,28,16,1,2
1,120,42,33,1,7
1,300,79,20,2,4
1,180,60,46,2,2
0,1920,36,7,1,2
1,628,25,33,3,3
1,432.855,45,12,1,5
1,2399,42,30,2,4
1,264,25,54,0,1
0,501,30,6,0,4
1,1047,47,94,2,4
1,600,48,12,2,4
1,807.601,30,28,2,7
1,1173.63,52,17,1,2
1,834,62,20,2,2
1,2315,87,24,2,2
1,360,51,28,2,4
1,628,54,90,3,5
1,1417.866,35,34,2,4
1,313,62,9,1,3
1,1706,49,48,3,7
1,480,35,8,2,2
1,1589,38,63,3,4
1,219,37,42,2,7
1,1266,45,9,1,3
0,2081,26,7,1,2
0,2400.191,52,15,1,2
1,2520,46,22,2,5
0,423,60,24,1,3
1,2285.023,26,18,2,2
1,2100,40,12,2,6
1,254.372,46,32,2,4
1,1380,45,32,2,2
1,315.117,50,48,2,2
1,180,44,46,2,6
1,1255.685,22,22,2,3
0,850,36,18,2,4
1,588.287,57,40,2,4
1,4197,62,16,2,2
0,540,37,9,0,8
1,1152,35,34,2,5
1,1392,35,42,2,6
1,1566,34,4,1,5
1,967.604,30,12,2,5
1,489,63,50,2,2
1,660,44,27,1,7
1,1028,70,33,3,2
1,517,29,20,2,3
1,1609,43,18,2,4
0,2350,70,24,2,6
1,600,41,50,2,7
1,630.032,51,88,4,4
1,714,52,22,2,3
1,1758,60,56,2,5
1,245.728,42,23,1,1
1,115.005,38,34,2,4
1,1632.113,68,34,2,3
1,2671,60,20,2,2
1,100,33,52,2,4
1,908,36,36,2,6
0,150,18,19,0,9
1,2317,61,44,2,2
1,1850,71,60,2,4
1,393,28,22,2,4
1,1684,63,6,1,2
1,1633.542,51,19,1,4
0,350,37,6,1,2
1,960,35,20,2,10
1,220,50,19,1,5
1,606,22,14,2,5
1,660,61,18,2,2
0,289,44,12,0,2
1,1504.681,55,44,2,5
1,542,28,24,2,3
1,2294.098,46,32,2,4
1,666,74,12,1,2
1,240,34,32,2,4
1,196.867,48,18,2,4
1,240,39,28,1,8
1,288,56,33,3,6
0,300,40,16,1,6
1,1324,23,58,2,3
1,1840,42,13,1,6
1,1560,49,39,3,4
1,965,46,22,1,3
1,240,42,20,2,5
1,400,40,70,2,5
0,454,32,43,0,2
0,3492,25,15,1,2
1,100,38,100,4,6
1,1140,28,51,3,5
0,377,37,5,0,3
0,170,26,9,0,5
0,810,29,50,2,4
1,460,45,33,3,3
1,1799,73,26,1,2
0,84,50,40,2,2
1,1803.225,44,26,2,5
0,1204.122,22,96,2,2
0,186,73,12,2,2
1,676,33,54,3,4
1,1442,52,44,4,4
0,193,69,9,0,2
1,218.662,39,28,2,4
0,240,45,18,1,3
1,116,76,27,1,2
0,350,28,7,0,6
0,420,72,38,2,2
0,898,19,5,1,5
1,180,42,16,2,5
1,3223.258,30,44,2,4
1,278.092,31,36,2,3
1,9360,58,69,3,3
0,780,50,10,1,4
1,780,60,50,2,5
1,1920,54,75,3,5
1,240,48,36,2,3
1,5501,34,66,3,5
1,317,33,40,2,5
1,120,65,17,1,2
1,350,48,34,2,5
1,1800,31,57,3,3
1,940,50,23,1,1
0,442,18,20,0,1
1,100.184,33,14,1,2
0,565,77,12,0,2
1,349,38,30,2,5
0,480,27,15,1,4
0,176,72,18,2,2
1,895.717,64,17,1,4
1,357.887,38,20,1,3
0,327,29,24,2,4
1,504,54,102,3,4
1,400,58,5,1,4
1,1513.374,50,78,3,5
1,602,18,40,4,4
0,460,33,52,2,4
1,1821,70,20,2,2
1,831,56,16,2,2
1,2243,24,15,3,3
1,1145,23,24,2,2
1,578.371,26,33,3,3
0,374,54,36,2,5
0,420,16,10,2,6
1,578,55,51,3,9
1,409,64,26,2,2
0,400,65,10,2,2
1,722,68,26,1,2
1,162,42,10,2,4
1,337,60,21,1,2
0,350.484,40,13,0,4
0,500,39,24,2,4
1,1740,65,20,2,2
0,1680,69,6,0,2
1,450,39,31,1,8
1,595,64,28,2,2
1,650,29,22,1,4
1,15445,45,26,2,5
1,987.0001,67,17,1,1
1,277.276,52,69,3,6
1,430.906,36,28,2,4
1,1828.615,47,20,2,6
1,171.335,35,20,2,4
1,801,77,26,1,2
1,1955.238,49,20,2,4
1,1723.665,26,20,1,1
1,239,43,28,2,4
1,1799.924,22,48,3,3
1,1562.657,28,14,1,1
1,2935,22,24,3,4
1,163,60,42,3,4
1,1764,30,21,3,5
1,414,46,43,1,7
1,420,33,30,2,5
1,900,43,22,2,5
1,1263.676,41,72,2,6
1,1326.922,26,66,3,4
1,375,33,54,2,3
1,1645.827,47,16,2,5
0,522,79,10,1,1
1,1218,24,72,2,3
0,1492,54,6,1,3
1,1932.699,42,40,2,5
1,1588,62,36,3,4
1,180,34,22,2,4
1,4859.519,54,22,2,4
1,960,27,10,1,3
1,2922.915,43,32,1,4
1,400,18,60,3,5
0,410,60,11,0,2
0,600,31,9,1,4
1,805,49,6,1,2
1,207,40,12,2,6
1,1475.066,53,29,1,1
0,170.997,25,15,0,1
1,1686,56,24,2,4
1,285,52,14,1,2
1,187,24,72,2,3
1,344,63,24,2,2
0,308,70,11,0,2
1,864,31,11,1,5
0,166.964,46,54,3,5
0,1200,34,38,2,3
1,789,60,22,2,2
1,100,60,16,2,5
1,1920,82,24,2,2
1,950,52,40,2,4
1,1518,42,66,2,4
1,3120,43,18,2,4
1,233,68,18,3,2
1,1860,44,20,2,5
1,2110.854,43,30,2,4
1,540,39,29,1,5
1,444,49,18,2,5
1,300,55,14,2,2
1,272,50,18,2,4
1,1200,32,13,1,4
1,420,46,34,2,4
0,393,28,10,1,5
1,766,73,16,2,2
1,1456,30,38,2,3
1,1200,27,40,5,7
1,740,56,14,1,2
1,354,66,12,2,3
0,1740,69,8,1,4
1,603,64,20,2,2
1,340,26,22,1,1
0,152,68,26,1,2
1,208,55,16,2,5
1,508,31,16,2,5
1,1192,76,12,2,6
1,589,60,18,2,3
1,634,61,192,6,2
0,227,41,17,0,3
1,820,48,10,2,3
1,100,42,16,1,6
1,600,43,36,2,4
1,122.844,26,40,4,4
1,208.681,24,78,3,3
1,1680,25,14,2,3
1,374,17,84,3,6
1,360,40,24,2,3
1,1100,65,60,2,2
1,1518,27,94,2,2
1,358,61,57,3,3
0,394,35,12,0,1
1,1746,31,50,2,5
1,900,53,22,2,3
1,2343,38,68,2,4
0,380,72,18,1,1
1,1831.749,38,18,2,4
1,840,38,54,2,5
1,1700,55,64,4,5
1,2400,56,36,4,4
1,2922,25,22,2,2
1,200,29,42,2,5
1,210,38,36,2,5
1,352,35,30,2,5
0,350,68,22,1,2
1,1260,64,46,2,2
1,1800,57,12,2,3
1,646,40,44,2,5
0,445,17,11,0,3
1,540,40,30,2,5
1,60,52,42,3,5
0,37764,63,12,1,2
1,550,49,22,2,4
1,140,65,18,1,2
1,1433.573,57,22,2,2
1,1539.517,30,36,2,4
1,369.9,36,26,2,5
1,473,40,14,1,4
0,160,20,7,1,7
0,452,41,20,0,4
1,1441.138,43,30,2,5
1,1913,36,16,2,3
1,607.29,52,10,1,2
1,3875.541,37,30,2,4
1,859,35,17,1,4
1,377,35,30,2,3
1,3344,69,21,3,3
1,420,49,62,2,4
0,240,33,6,0,6
1,1700,46,54,3,4
1,416.489,73,34,2,2
0,249,42,52,2,6
1,1621,46,36,2,5
1,1260,27,10,1,3
0,263,61,20,2,3
1,780,57,18,2,2
0,420,27,12,0,2
1,398,38,18,2,5
1,304.11,45,36,2,6
1,350,29,28,2,4
0,483.725,16,28,2,5
1,2509,31,6,2,3
0,82.00002,17,18,1,2
1,400,47,28,2,4
1,763,69,21,3,3
1,1264.294,39,57,3,5
1,340,42,26,2,6
1,200,43,24,2,5
0,677,17,10,0,9
1,2300,81,26,2,2
1,1200,49,28,2,5
1,1020,62,45,3,6
1,197.13,37,38,2,3
1,1186.356,49,60,2,6
1,1939.585,38,56,2,6
0,1312,34,24,2,3
1,178,37,20,2,4
1,903,46,36,2,4
0,120,75,11,1,2
0,220,37,16,1,3
1,161,34,80,4,7
0,420,64,9,0,3
0,100,42,7,0,10
1,1040,59,22,2,2
1,1020,47,18,2,5
0,185,44,7,0,9
0,177.046,57,21,1,1
1,420,44,44,2,7
0,465,43,27,1,5
1,180,25,12,3,5
1,1291.028,40,22,2,5
1,1860,61,33,3,3
1,968.47,50,39,3,6
1,1364,26,26,2,4
0,500,61,30,2,2
0,534.213,51,38,2,4
1,1332,70,22,2,2
1,1673,54,42,2,2
1,716.83,49,50,2,5
1,720,24,26,2,3
1,508,36,35,1,5
1,1016,69,17,1,2
0,200,79,8,1,2
1,461,58,20,1,2
1,1023,32,36,2,5
1,900,22,44,4,6
1,741,47,20,2,5
1,300,50,39,3,6
1,2158,28,8,1,2
0,1042,54,92,4,8
1,121,45,14,2,5
0,698,67,3,1,1
1,4796.599,49,48,2,2
1,1175.392,48,48,2,1
1,536,69,13,1,1
1,581.597,36,36,2,5
1,1250,49,36,2,3
0,898,40,14,1,5
0,720,85,7,1,1
1,1606,54,72,4,3
1,1102.257,43,28,2,5
1,1020,53,7,1,2
1,118,48,12,1,3
1,1246,67,20,2,2
1,780,74,14,1,2
1,1172.324,57,30,2,2
1,819.232,59,36,3,3
1,2721.629,26,15,1,2
0,420,18,10,2,6
1,568,42,90,2,5
0,200,43,17,0,9
1,315,42,38,2,4
1,253.393,21,36,2,4
1,306.582,50,40,2,2
1,818.455,58,45,3,3
1,168,41,36,2,5
1,1175,59,18,1,1
1,251,25,54,0,1
0,84.00702,27,11,0,2
1,181,49,30,2,5
1,723.138,26,33,3,3
1,695.122,34,40,2,6
1,2273.37,21,56,2,2
1,2320.81,62,38,2,3
1,340.819,39,38,2,4
0,293.864,50,38,2,3
1,686,59,24,3,6
1,20160,36,12,2,3
0,460,41,11,1,3
1,302,48,12,2,4
0,64.99998,61,5,0,2
1,4519,59,60,4,4
1,772,60,16,2,4
0,1675,35,12,1,1
0,169,65,42,2,2
0,883,30,22,2,2
1,3300.263,24,36,3,6
1,1369,45,32,2,5
1,190,40,32,2,7
1,431.404,58,6,1,1
0,235,43,16,1,6
1,660,40,32,2,8
1,150,50,12,2,2
1,950,43,22,1,5
1,500,35,38,2,5
1,940,54,36,2,2
1,2100,23,60,3,6
1,540,49,22,2,4
1,1140,57,6,1,4
1,1924,27,12,3,3
1,260,48,23,1,3
1,2160,27,8,2,3
1,1370.686,62,26,2,3
1,3428,41,18,2,4
1,60,51,24,2,3
1,1086,33,24,2,2
1,220,41,30,2,5
0,500,67,38,2,2
1,540,51,25,1,5
0,361,28,21,1,4
1,440,70,9,1,2
1,2240,48,20,1,5
1,1000,36,11,1,4
1,1792,28,28,2,3
0,138,31,13,0,3
1,1500,42,32,2,5
1,1560,49,27,3,4
1,3480,35,28,2,3
1,957,70,24,2,2
1,864,43,20,2,3
1,1210,48,18,2,5
1,480,51,32,2,4
1,400,66,10,1,2
0,429,57,9,0,3
1,2640,45,36,2,4
1,3177,41,44,2,4
1,1007,45,16,2,6
1,1995,32,16,2,3
0,796.897,38,6,0,5
1,1320,37,16,1,10
1,752,48,93,3,5
1,900,37,44,2,4
1,1400,40,15,1,6
1,496,72,12,2,2
0,300,24,6,1,5
1,117,44,46,2,4
0,215,45,28,2,5
1,1200,82,6,1,2
1,2604,53,14,2,2
1,618,17,32,2,4
0,600,54,10,0,2
1,420,43,39,3,4
0,360,75,36,2,2
1,275,33,18,1,5
1,1261,70,66,2,2
0,641,49,24,2,4
1,1350,46,21,1,2
1,389.546,44,44,2,5
0,720,65,21,3,3
1,385,45,30,2,5
1,900,16,105,7,5
1,641,48,36,2,5
1,720,28,24,3,4
1,259,32,18,2,4
1,225,60,15,1,2
1,450,39,28,2,5
0,410.008,43,28,2,5
1,1471,37,8,2,4
0,450,39,24,2,4
1,450,20,22,2,4
1,761.939,54,48,3,4
1,262.667,55,12,1,3
1,49.99998,47,24,2,4
0,1344,18,48,4,5
1,1145.463,44,24,2,5
0,645,56,15,1,4
0,360,35,10,0,1
1,2400,28,8,1,2
0,2134,46,8,0,4
0,600,32,16,1,6
1,528.983,38,120,3,8
1,429,72,7,1,1
1,824,47,40,2,5
1,224,56,52,4,3
1,1080,51,14,2,5
1,282.347,67,6,1,2
1,1176,29,36,3,3
0,1050,29,6,1,1
1,1597,47,63,3,4
1,1266,60,12,2,4
0,500,60,17,0,2
1,450,61,42,3,4
1,250,60,56,2,2
0,360,34,22,2,4
1,750,50,12,1,3
1,331,42,27,1,6
0,838.562,19,18,2,6
1,600,23,6,2,4
1,479.737,39,26,1,5
1,481,65,72,4,4
1,400,47,18,2,3
1,408,39,28,1,1
1,1800,60,14,2,3
1,803,65,12,2,2
1,509,29,40,2,4
1,91.99998,36,12,1,6
1,699,68,11,1,2
1,2006,55,32,2,3
1,785,35,15,1,3
1,1150,45,11,1,2
1,555.845,50,21,1,1
1,1199.937,64,14,2,3
1,900,46,23,1,1
1,378,41,4,1,1
0,300,23,18,0,4
1,2779,23,24,4,4
0,224,40,40,2,5
0,900,40,11,0,3
1,2610,39,22,2,3
1,1560,47,18,2,4
0,854,55,9,1,2
1,901,71,12,1,2
1,1140,41,20,2,4
1,765.087,43,34,2,5
1,1981,30,40,1,4
0,2626,48,34,2,5
1,4060,33,58,2,6
1,1740,34,6,1,2
1,302,56,52,4,3
0,600,37,5,1,3
1,3499,36,12,2,5
1,185,50,24,2,4
1,265.611,31,16,2,2
1,3300,62,90,2,2
1,1620,48,28,2,4
1,2021,42,28,2,5
1,1955.238,49,20,2,4
0,311,41,17,0,3
1,738,55,34,2,2
1,457.207,21,22,2,3
1,216,54,66,2,3
1,1848.254,18,42,2,5
1,240,26,34,2,4
1,1594,65,36,2,3
0,6240,75,5,1,2
1,1273.72,31,40,2,2
0,637,27,24,1,5
1,498,61,70,2,4
1,823,44,57,3,8
1,595,60,16,2,4
0,473.791,53,11,0,1
0,2432.624,20,16,2,5
1,3129,70,6,1,2
0,1480,16,27,3,4
1,408,41,20,2,6
0,390,26,6,0,1
1,1802,24,36,3,3
0,600,26,88,4,5
1,600,62,5,1,1
1,313,67,46,2,2
1,305.002,59,36,3,3
0,40.00002,42,90,3,7
1,2393.337,54,46,2,4
1,374,46,12,1,3
1,27.68802,51,34,2,4
1,150,32,22,1,6
1,1046,26,13,1,2
1,215,61,24,2,2
0,486,25,12,0,3
1,76.00002,37,38,2,5
1,385,38,20,2,3
1,2185.628,35,34,2,5
1,1200,18,26,2,5
1,600,69,48,1,3
1,1264,51,17,1,2
1,350,34,20,2,3
1,82.00002,55,78,6,2
1,1802,43,30,2,5
1,450,32,10,2,4
1,600,31,17,1,2
1,334,61,192,6,2
0,1400,31,29,0,8
1,1050,50,9,1,2
1,300,42,92,4,4
1,2077,62,24,2,2
1,2483.433,41,24,2,6
1,252,25,16,1,3
1,162.911,34,18,1,5
1,180,32,12,1,4
1,4050.887,57,15,1,2
0,658,37,36,2,5
1,1885,59,27,3,5
0,1345,60,9,1,1
1,1122,58,14,2,5
0,136,63,32,2,2
1,472,31,13,1,3
0,180,46,3,0,2
1,876,73,16,1,2
1,2160,46,20,2,3
1,2400,67,38,2,2
0,60,55,13,0,2
1,977.9999,77,12,2,2
1,1260,58,42,2,4
1,240,43,30,2,4
1,1800,66,32,2,2
0,273,34,15,1,3
0,240,62,13,1,4
1,2004.993,54,28,2,3
1,1680,42,20,1,4
1,840,30,42,2,4
1,334,31,24,2,4
0,642,73,16,2,3
1,485,50,26,2,3
1,1444,40,20,2,6
1,260,47,58,2,5
1,1200,54,18,2,3
1,230,30,10,1,2
1,2053,59,18,2,2
1,2456.929,43,34,2,5
0,741,25,16,1,4
1,660,38,30,2,5
1,622,43,24,2,5
1,1300,56,28,2,3
1,302,72,15,1,2
1,164.833,47,19,1,3
1,685,67,96,4,6
0,600,24,4,0,5
1,266,53,28,2,2
0,600,65,14,1,3
0,780,29,34,2,4
0,120,38,11,1,4
0,1340,58,12,1,5
1,1180,51,19,1,6
1,1100,41,78,2,3
1,3339.132,53,60,3,3
1,1500,75,14,2,2
1,700,30,20,2,5
1,687,27,24,3,3
1,1085,49,27,3,4
1,2612,58,22,2,2
1,760,62,90,2,2
1,129,27,45,3,4
1,550,39,44,4,6
1,284,28,22,2,5
1,603,26,28,2,2
1,188,44,60,3,6
1,540,31,12,1,2
1,460,72,30,2,2
0,350,64,18,2,2
0,878,34,15,1,4
1,120,39,14,2,5
1,1685,81,8,1,1
1,2921,48,80,2,6
0,556.583,49,7,1,3
1,3545,47,14,2,4
1,384.236,53,16,2,3
1,900,47,24,3,5
1,840,52,40,2,4
0,363,53,42,3,4
1,600,31,8,2,3
1,1800,53,36,3,3
1,865,66,12,1,1
1,5400,30,12,2,3
0,162,24,8,0,4
1,960,25,11,1,2
0,579.435,58,24,2,2
1,480,43,38,2,4
1,688,35,18,2,2
1,900,30,16,2,2
1,966,49,60,2,4
0,352,56,28,2,2
1,1440.067,49,10,1,1
1,626,73,10,2,2
1,120,33,30,2,4
0,960,72,36,3,2
0,707,28,12,0,1
1,1163.878,39,10,1,1
1,787,24,15,3,4
0,700,57,28,2,2
1,680.419,55,62,2,2
1,1302.762,44,19,1,2
1,540,57,19,1,2
1,600,30,20,2,4
1,595.533,44,16,1,5
1,198,37,42,2,5
0,1200,17,8,1,5
0,480,62,6,2,5
0,311,72,7,1,3
1,1860,51,42,3,6
1,304.15,40,40,2,4
1,1998.646,30,26,2,4
1,88.812,36,20,1,5
0,548,28,8,0,2
1,1800,64,80,4,2
0,258.164,50,38,2,3
1,3075.14,32,34,2,3
1,229,47,40,2,5
0,383,51,7,1,3
1,900,33,13,1,5
0,60,55,24,2,3
1,620,69,22,2,2
1,674,38,22,2,4
1,336,56,42,2,3
1,571,54,102,3,4
1,335.952,46,44,2,4
1,300,38,12,2,4
1,326,60,20,2,2
1,579,52,40,2,4
1,33908,47,15,3,7
1,480,44,17,1,5
1,490.327,33,17,1,2
0,1200,39,20,2,4
0,47.82102,57,87,3,6
1,320,67,20,1,2
0,1365,28,9,0,2
0,337,30,22,0,7
0,484.452,29,11,0,1
0,360,74,11,0,1
1,1224.165,41,36,2,4
1,1521,26,18,2,2
1,1260,53,42,3,5
1,268,60,32,2,2
1,2999,54,62,2,2
1,578.825,55,48,2,2
1,422.358,34,14,1,2
1,247,57,22,2,4
1,2136,74,48,3,3
1,1050,41,14,1,5
1,300,31,25,1,6
1,550,75,64,4,6
1,586.02,30,38,2,5
1,372.791,41,34,2,4
1,3600,32,6,1,2
1,108.079,46,44,2,4
1,2016,26,42,2,2
1,420,37,26,2,5
1,900,26,24,3,3
1,514.077,22,96,2,2
0,1425.486,20,42,3,3
1,1216,48,13,1,4
0,721,53,5,1,1
1,130,48,30,3,6
1,269,40,28,2,4
1,720,30,42,2,4
1,1455,63,9,1,3
1,2090,32,28,2,5
1,329,43,15,3,5
1,780,35,14,1,3
1,1650,59,20,2,2
1,2100,39,6,2,5
1,549,35,13,1,5
1,928.974,41,32,2,5
1,3238,41,20,2,5
1,1800,44,16,2,4
1,603,40,20,2,6
1,583,46,27,3,4
1,694.861,53,10,1,1
0,200,55,18,1,2
1,299,28,45,3,4
1,1140,58,11,1,2
0,1440,27,16,1,2
1,958,70,11,1,1
0,722,25,10,0,2
0,85.99998,36,28,2,5
1,666,42,22,2,6
1,1661.556,49,72,2,4
1,3699,61,44,2,2
0,153,36,12,2,4
1,183,62,57,3,3
1,650,52,8,2,2
1,668,46,16,2,5
1,1646.943,44,62,2,4
0,227,59,8,1,1
1,624,17,84,4,4
1,360,46,12,2,4
1,500,44,16,1,7
1,121,70,38,2,2
1,556.308,25,22,2,4
1,1814,57,27,1,2
1,720,78,10,1,1
0,371,50,16,1,4
1,340.104,27,23,1,4
1,4735,40,74,2,5
1,600,30,65,5,7
1,600,30,42,2,4
0,300,54,42,3,3
1,96,56,48,2,4
1,181,28,58,2,4
0,660,20,20,2,4
0,127,45,48,2,5
1,4690,61,24,2,2
1,586,58,6,2,2
1,42,31,48,2,3
1,3120,43,18,2,4
1,375,33,54,2,3
1,104,48,22,2,4
1,300,27,44,2,5
1,360,71,9,1,2
1,1783.654,36,36,2,4
1,4960,27,14,1,3
1,600,47,40,2,5
1,600,40,36,2,5
0,840,16,12,1,4
1,1139,32,48,2,2
1,900,42,12,2,2
1,1900,35,62,0,7
1,598,62,36,2,2
1,540,33,52,2,4
1,252.988,37,44,2,4
0,750,21,13,0,2
1,1000,28,9,1,3
1,720,56,33,3,3
1,318,63,27,3,2
1,1814,45,32,2,4
1,1432,30,22,2,3
0,363,60,24,1,3
1,665.788,37,33,1,6
0,601,26,30,2,2
1,989,40,23,1,4
0,335,33,36,2,4
1,1166,47,30,2,4
1,420,23,13,1,1
0,136,70,14,0,1
1,368.692,53,80,2,3
1,2600,52,51,3,4
1,5314,22,28,4,5
1,1497,59,33,3,3
1,1448.942,18,42,2,5
0,139,59,33,3,4
0,416.979,47,30,2,3
1,40.00002,37,13,1,4
1,483,66,30,2,2
1,472.382,45,66,2,5
1,598,57,56,2,2
1,2310,63,30,2,2
0,360,70,14,2,4
1,1950,23,18,2,4
1,1011,65,32,2,2
1,266,36,54,2,6
1,247.816,35,24,2,4
0,182,35,24,2,4
1,387,31,11,1,5
1,180,36,36,2,4
1,439,41,16,2,4
0,120,26,33,1,6
1,646.082,37,46,2,2
1,586,51,7,1,4
1,49.99998,44,33,3,5
1,513.72,36,18,1,1
1,301,36,28,2,5
1,11072.9,50,20,2,5
1,2210.641,51,42,2,6
0,1095,37,7,1,3
1,950,21,10,1,6
1,350,39,56,2,6
1,172,23,45,5,5
1,4168,37,14,2,4
1,1684,42,4,1,4
0,380,32,5,0,1
1,97.99998,60,16,1,3
1,2918.732,44,16,2,5
1,841,45,26,2,6
1,635,42,38,2,4
1,361.33,65,34,2,3
0,256.02,49,40,2,4
1,4304,70,20,1,2
0,276,39,30,2,4
0,1280,19,17,0,11
0,107,48,20,1,3
0,433,48,34,2,5
1,1606,48,10,2,4
1,249,61,18,3,3
1,516,42,44,2,5
0,120,60,14,1,6
1,237,27,10,2,6
0,658,17,18,2,3
1,418.441,48,24,1,2
0,1570,32,3,0,3
0,703,25,17,0,4
1,4606,36,15,1,2
0,290.146,34,17,1,4
1,459,45,32,1,6
1,840,42,36,2,4
0,228,47,12,1,1
1,2580,27,18,3,3
1,1618,27,15,3,2
0,769,26,8,1,2
0,180,30,25,0,6
0,550,27,18,0,4
1,2303,40,22,2,4
1,3480,19,26,2,6
1,2300,39,44,2,5
0,376.242,35,12,1,4
1,1250,25,22,2,3
1,1200,27,40,5,7
0,420.518,33,22,2,4
1,176,73,16,4,6
1,1235.25,38,28,2,4
1,566.929,40,40,2,4
1,900,72,36,2,2
1,1223,24,22,2,5
1,240,22,51,3,4
1,1805.067,48,38,2,4
1,1990.131,33,16,2,3
1,598.373,18,33,3,4
1,1826,40,12,1,6
1,1089,24,28,2,3
1,2275,53,24,2,5
1,500,67,38,2,2
0,1040.236,24,32,2,3
1,884,37,40,2,4
1,1200,50,26,2,3
1,509.263,35,28,2,2
0,508.221,57,18,2,4
1,715,70,26,2,2
1,1956.034,20,33,3,6
1,1784,72,20,2,2
1,2432,58,32,2,2
1,2226,42,18,2,5
1,163,30,18,2,4
1,750,51,34,2,4
1,793,60,28,2,2
1,3714.2,55,22,2,2
1,793.859,56,36,2,4
0,180,29,11,0,6
0,200,35,21,0,6
1,540,42,8,1,4
1,416.653,32,28,2,4
0,380,57,30,2,2
1,250,70,72,3,3
1,600,52,32,2,5
0,617,59,14,1,2
1,3362,48,10,2,3
1,7306,48,80,2,6
1,395,54,36,2,2
1,2343.922,38,20,2,4
1,269.801,27,40,2,4
1,6602,33,13,1,3
1,78.96498,49,40,2,5
1,410,28,18,1,1
1,60,37,12,2,6
1,160,51,36,4,5
1,2700,30,24,2,3
1,557.975,43,36,1,4
0,120,25,16,1,3
1,389,41,26,2,5
1,204,65,72,4,4
1,480,34,28,2,4
1,607.619,32,20,2,3
1,572.702,35,28,2,4
0,600,60,56,2,2
1,458.617,58,28,2,2
1,1500,53,24,2,5
1,548,59,68,2,4
1,200,35,21,1,1
1,343,57,8,1,1
0,19.99998,16,16,0,11
1,1800,80,18,2,2
1,1220.474,53,39,3,4
1,600,38,32,2,3
1,200,40,13,1,4
0,360,35,6,0,8
0,718.011,32,30,1,5
1,1329,26,112,4,4
1,920,74,11,1,1
1,480,42,26,2,4
0,639,26,15,1,2
0,420,48,22,2,6
1,650,60,19,1,2
0,550,39,22,0,12
0,600,66,10,2,2
1,435,64,8,1,1
1,1101,33,9,1,4
0,300,39,26,2,5
1,627,75,28,2,2
1,2271,45,11,1,1
1,1200,35,62,2,5
0,941,16,14,2,5
1,830.791,33,25,1,4
1,365,42,52,2,4
